Product_ID,Category,Price,Discount,Stock_Availability,Sales_Quantity,Date,Day_of_Week,Season,Marketing_Spend,Competitor_Price,Weather_Impact,Customer_Age_Group,Customer_Loyalty,High_Demand
25,Vegetables,-0.5243413357526393,-1.4486973375493928,0,902,2021-01-25,1,0,1.2408776817734943,-0.6567592060829653,0,18-25,1,1
26,Fruits,-1.5715184521256702,-0.28973946750987856,0,410,2021-01-26,5,0,1.6721745773520997,-1.5420303019556154,0,26-40,0,0
27,Vegetables,0.1145423355348521,0.28973946750987856,1,65,2021-01-27,6,1,-0.8348449300062095,0.4609467262359162,2,60+,1,0
28,Fruits,0.9089253055138444,-0.8692184025296357,0,858,2021-01-28,4,1,0.4466827838546511,0.7609309518346056,1,26-40,0,1
29,Vegetables,-1.5031102578769138,-0.28973946750987856,1,393,2021-01-29,0,0,0.8866093521946725,-1.5051851805997292,2,60+,1,0
30,Dairy,1.3042844281573915,0.28973946750987856,1,483,2021-01-30,2,2,1.455442480702526,0.9532031943124475,2,26-40,1,0
31,Snacks,1.4931255358104711,-0.8692184025296357,0,118,2021-01-31,3,3,1.3330866301984283,0.9150875515304966,2,26-40,0,0
32,Beverages,1.1469168384464923,-0.28973946750987856,0,850,2021-02-01,1,1,1.6091013320341065,0.818104416007532,3,26-40,0,1
33,Beverages,1.7132245893650304,0.28973946750987856,0,736,2021-02-02,5,0,-1.3827706480401,1.9499978375841398,2,41-60,1,1
34,Vegetables,1.6643615934730616,0.8692184025296357,1,477,2021-02-03,6,2,1.4519881320295984,1.1641097510392437,0,41-60,0,0
35,Beverages,1.3150630301923847,-0.28973946750987856,1,599,2021-02-04,4,0,1.4056581720693027,1.6651892845745604,2,41-60,0,1
36,Snacks,0.07379921984257844,0.8692184025296357,0,179,2021-02-05,0,0,0.17988355280567628,0.21912414814153708,1,41-60,1,0
37,Vegetables,-0.441920958858392,1.4486973375493928,1,65,2021-02-06,2,1,1.2873936093608658,-0.6908515310157106,2,41-60,1,0
38,Fruits,1.4875206627522746,-0.8692184025296357,1,46,2021-02-07,3,1,1.0103088188043903,0.9374628455339754,0,41-60,1,0
39,Vegetables,-0.09585597618821322,-0.28973946750987856,0,315,2021-02-08,1,2,1.7175801232328083,-0.17861964274048964,2,60+,0,0
40,Vegetables,-0.8919635224928045,1.4486973375493928,0,967,2021-02-09,5,0,-0.056056675125458234,-1.017869629180117,0,26-40,0,1
41,Vegetables,-0.8485616849652321,1.4486973375493928,0,979,2021-02-10,6,2,1.169867493104941,-0.770894380857808,0,60+,1,1
42,Fruits,0.7942409798615179,0.8692184025296357,1,662,2021-02-11,4,0,-0.2510971978069011,0.6352904997015073,1,41-60,1,1
43,Snacks,0.7034851507268759,-1.4486973375493928,0,356,2021-02-12,0,3,-1.7637671748203478,0.7170979626353615,1,18-25,1,0
44,Dairy,0.6162503315903314,-0.8692184025296357,1,551,2021-02-13,2,1,-0.6267246842204565,0.3657282038047086,3,60+,0,1
45,Snacks,-0.45392113579068444,1.4486973375493928,1,98,2021-02-14,3,1,1.7171624709370013,-0.4723924302561944,3,41-60,0,0
46,Snacks,-1.3520661146932103,-0.8692184025296357,1,552,2021-02-15,1,3,1.1913638010646432,-1.4137782224467168,3,60+,0,1
47,Fruits,0.615819187508932,-1.4486973375493928,0,738,2021-02-16,5,0,0.9461840815283077,0.5975983640615776,0,41-60,1,1
48,Fruits,-0.13465894351418847,0.28973946750987856,1,300,2021-02-17,6,3,-1.4977265367168189,-0.33870534242468436,1,60+,0,0
49,Vegetables,-0.3459195434000535,-1.4486973375493928,1,182,2021-02-18,4,3,-1.0337543541959355,-0.4421116696016444,3,26-40,0,0
50,Vegetables,-0.248049836922316,0.28973946750987856,0,176,2021-02-19,0,1,-0.8522987666723578,-0.20219487364636313,2,26-40,0,0
51,Dairy,1.1826299398557698,0.28973946750987856,0,324,2021-02-20,2,1,1.7008996019492486,1.4186375433942728,0,41-60,1,0
52,Vegetables,-0.018681185617662483,-0.8692184025296357,0,496,2021-02-21,3,2,0.6343520147178889,0.32401275031557303,1,18-25,1,0
53,Beverages,0.1507584383724291,-0.28973946750987856,1,841,2021-02-22,1,3,-0.6376619052878343,0.1613154232555779,2,18-25,1,1
54,Dairy,-0.07968807313572356,1.4486973375493928,1,985,2021-02-23,5,3,-1.7549941520130614,-0.0037111930855363573,3,60+,0,1
55,Vegetables,0.8109118843423072,0.28973946750987856,0,751,2021-02-24,6,0,0.11325832581054089,0.7336853256978774,3,60+,1,1
56,Beverages,-0.3577041482916459,-0.28973946750987856,1,588,2021-02-25,4,3,1.2099287943025674,-0.3886791851832426,2,60+,1,1
57,Snacks,1.562396018222027,0.8692184025296357,0,271,2021-02-26,0,3,-0.7201191762679969,1.0853374226232115,3,60+,0,0
58,Snacks,-1.1512966874547386,-0.28973946750987856,0,36,2021-02-27,2,3,0.14290621475705192,-1.25312784657316,1,41-60,0,0
59,Beverages,0.11763220145155018,-0.8692184025296357,1,894,2021-02-28,3,2,1.5843614387121632,0.2731213087493014,2,18-25,0,1
60,Vegetables,-1.7135804269468793,-0.8692184025296357,0,397,2021-03-01,1,2,0.3273132634953405,-1.6784701862102662,3,18-25,0,0
61,Vegetables,0.8953442669497532,0.8692184025296357,1,945,2021-03-02,5,1,0.47796176386363676,0.795376199385702,1,26-40,1,1
62,Fruits,-0.2782299226202966,1.4486973375493928,1,94,2021-03-03,6,2,-0.5419993830550858,-0.0342037073110972,1,60+,1,0
63,Vegetables,1.6566728573547667,-1.4486973375493928,0,809,2021-03-04,4,1,-1.6558648832655805,1.5811937014069275,3,26-40,0,1
64,Fruits,-1.4219833132268658,1.4486973375493928,0,956,2021-03-05,0,3,-0.04646849421949061,-1.3102307262224162,1,18-25,1,1
65,Beverages,1.341650248545368,0.8692184025296357,0,461,2021-03-06,2,0,0.7963584879098208,1.4228020302908195,1,18-25,0,0
66,Vegetables,-1.7860126326220331,-0.8692184025296357,1,265,2021-03-07,3,0,-0.5837343928963915,-1.7359965730015443,1,18-25,1,0
67,Dairy,0.8484932767709833,-0.28973946750987856,0,644,2021-03-08,1,2,1.5188752634328648,0.34829382645814927,1,26-40,0,1
68,Fruits,0.5484169961167747,0.8692184025296357,1,457,2021-03-09,5,1,-0.9719464636071684,0.8697017028105065,1,60+,0,0
69,Dairy,-0.43703465926919527,1.4486973375493928,1,990,2021-03-10,6,0,-0.06753630177180622,-0.6088323145108454,2,18-25,1,1
70,Fruits,-0.7964651084627654,0.8692184025296357,1,535,2021-03-11,4,1,-1.3585987308458496,-0.6330428061297515,0,18-25,1,1
71,Beverages,-0.9193411716616868,-0.8692184025296357,1,592,2021-03-12,0,3,0.5641957274036575,-0.9945061518452546,2,18-25,1,1
72,Vegetables,1.1949175461756618,-0.8692184025296357,0,54,2021-03-13,2,0,-1.2755789077937838,0.900617724178089,3,26-40,0,0
73,Beverages,-1.0309356313973155,-0.8692184025296357,0,285,2021-03-14,3,2,1.6874797130604136,-0.9530730364508003,3,18-25,0,0
74,Fruits,-1.2567114153569714,-0.8692184025296357,1,14,2021-03-15,1,2,1.693013799696135,-1.305078055994486,1,26-40,0,0
75,Snacks,-0.6921282407640322,-0.28973946750987856,1,539,2021-03-16,5,0,0.9956491457350517,-0.6119380335523378,3,41-60,0,1
76,Fruits,-0.9812103473425474,-0.28973946750987856,0,666,2021-03-17,6,0,-1.3437941580004145,-1.1098412635224917,2,41-60,0,1
77,Fruits,0.786480386396323,-0.28973946750987856,0,725,2021-03-18,4,3,1.1288779035021632,0.347164474079425,0,18-25,1,1
78,Snacks,-0.06387945681773374,1.4486973375493928,0,577,2021-03-19,0,1,1.1848828292610623,0.06927320438953323,3,18-25,0,1
79,Beverages,-0.28462522649439265,-0.28973946750987856,0,151,2021-03-20,2,1,-0.6087803579378968,-0.5405064955980144,3,26-40,0,0
80,Dairy,1.1218386243784084,1.4486973375493928,1,754,2021-03-21,3,3,-0.6961092058823246,0.5275079320569898,2,41-60,0,1
81,Snacks,-0.2718346187462008,0.28973946750987856,0,796,2021-03-22,1,0,0.08913832457884902,-0.15412681302690254,3,18-25,0,1
82,Dairy,0.15988432142872314,-0.28973946750987856,0,155,2021-03-23,5,3,1.3138041118660373,0.3060842813033222,2,26-40,0,0
83,Vegetables,-1.053570695670801,1.4486973375493928,1,855,2021-03-24,6,1,1.1317805482147665,-0.890958655620954,2,60+,1,1
84,Fruits,0.10670988472275729,-1.4486973375493928,0,896,2021-03-25,4,0,1.585473370149052,-0.1268811868901746,1,26-40,1,1
85,Vegetables,0.08874554799776878,-0.28973946750987856,1,199,2021-03-26,0,3,-1.0240228232440973,-0.09377704528881338,2,26-40,0,0
86,Beverages,1.1587733006849847,1.4486973375493928,0,903,2021-03-27,2,1,0.11267562724570429,1.4360719207408321,0,41-60,1,1
87,Beverages,0.19739385651049937,1.4486973375493928,1,755,2021-03-28,3,1,-1.5549944926096053,0.5721879355402771,2,41-60,1,1
88,Fruits,0.7854743835397233,0.28973946750987856,0,677,2021-03-29,1,2,1.0446826100739575,0.6751001710515451,1,41-60,1,1
89,Dairy,0.3897559741616763,0.8692184025296357,0,96,2021-03-30,5,3,-1.0656648492718652,0.56541182126793,1,41-60,1,0
90,Vegetables,-0.1379643814715864,-1.4486973375493928,0,534,2021-03-31,6,2,0.7335641940324408,-0.11932864285745472,3,26-40,0,1
91,Snacks,0.5435306965275782,-0.8692184025296357,1,685,2021-04-01,4,1,0.579273827633916,0.7521078863758206,0,60+,0,1
92,Vegetables,1.7213444695647253,0.8692184025296357,0,641,2021-04-02,0,1,0.8015090163146993,2.0294054267132045,0,26-40,0,1
93,Beverages,-0.05525657518973913,0.8692184025296357,0,176,2021-04-03,2,2,0.7364831109124131,-0.2943782615597486,0,41-60,0,0
94,Beverages,-0.7613987231755879,-1.4486973375493928,1,274,2021-04-04,3,1,0.854363340524894,-0.9082518639201724,3,60+,1,0
95,Fruits,0.46951762922062545,0.28973946750987856,1,264,2021-04-05,1,3,-0.9584289417141182,0.11169450311537135,2,26-40,0,0
96,Vegetables,0.4311458059760498,-1.4486973375493928,1,645,2021-04-06,5,0,-0.2698535827276907,0.833491842167653,1,26-40,1,1
97,Fruits,0.8012111425108133,-0.8692184025296357,1,293,2021-04-07,6,2,0.8386575995532553,0.5235551987314541,2,60+,0,0
98,Dairy,-0.6455646799728619,0.28973946750987856,0,318,2021-04-08,4,1,1.1751551726347882,-0.6231609728159122,2,41-60,0,0
99,Snacks,1.3338896550801727,0.8692184025296357,0,451,2021-04-09,0,0,-0.41012818896562514,1.3855334017929115,1,41-60,0,0
100,Vegetables,-0.7003918356575268,0.8692184025296357,0,938,2021-04-10,2,2,1.5786692795934274,-0.7534600035112488,0,41-60,1,1
101,Snacks,-0.10095784781811003,-0.28973946750987856,1,484,2021-04-11,3,2,1.671374141690562,0.10350669836961872,3,26-40,0,0
102,Fruits,-0.02371119990065919,0.28973946750987856,0,841,2021-04-12,1,2,1.0927281213940252,0.0054647949916001035,1,18-25,1,1
103,Snacks,-1.5238051737841005,-0.8692184025296357,0,895,2021-04-13,5,0,-1.1375715568759446,-1.5445007602840752,1,26-40,0,1
104,Vegetables,0.09736842962576318,0.28973946750987856,1,434,2021-04-14,6,3,0.1122618492754613,-0.006746327603358439,3,41-60,0,0
105,Fruits,0.5379258234693817,1.4486973375493928,0,535,2021-04-15,4,1,-1.2037101685802323,0.3223893062711565,2,41-60,1,1
106,Dairy,-0.8338309288507417,-1.4486973375493928,0,303,2021-04-16,0,3,0.828447201961698,-0.8795945473100388,3,26-40,1,0
107,Fruits,-0.2969128328142849,-0.28973946750987856,1,371,2021-04-17,2,3,0.34727688826189507,-0.002370087135801056,1,41-60,1,0
108,Snacks,1.2174088957553473,0.28973946750987856,0,694,2021-04-18,3,0,-0.2335147335320257,1.7080340904424203,0,26-40,1,1
109,Dairy,1.1281620709056044,-1.4486973375493928,1,797,2021-04-19,1,1,0.11272831807337572,1.3460060685375552,3,18-25,1,1
110,Snacks,0.16778862958771826,-1.4486973375493928,1,480,2021-04-20,5,2,-0.15068165297214806,0.005111872373248624,1,26-40,0,0
111,Dairy,-0.802141838867862,-1.4486973375493928,0,709,2021-04-21,6,1,-0.3574203142617523,-0.9105811532012917,0,41-60,1,1
112,Beverages,1.5549228541444318,1.4486973375493928,1,511,2021-04-22,4,0,1.4210981343072453,1.4058617446099522,3,18-25,1,1
113,Fruits,1.1529528555860888,-1.4486973375493928,1,448,2021-04-23,0,1,-0.5324359978327285,0.6005629140557295,3,26-40,0,0
114,Vegetables,-1.1768779029511223,-0.8692184025296357,1,477,2021-04-24,2,1,-0.40597181250048786,-1.2755031405766386,2,41-60,0,0
115,Beverages,0.6789817954339914,-0.28973946750987856,0,602,2021-04-25,3,0,-1.3103137862059224,0.7978466577141616,1,26-40,0,1
116,Beverages,0.7956781267995169,-1.4486973375493928,1,592,2021-04-26,1,3,0.6191135174092772,1.2676572472635443,1,60+,1,1
117,Snacks,1.4799756413277796,-1.4486973375493928,0,746,2021-04-27,5,1,1.2191589875264148,1.135664188000121,2,60+,0,1
118,Dairy,-1.2835860630975542,1.4486973375493928,1,802,2021-04-28,6,2,0.3623224441574157,-1.1661677134113753,2,41-60,1,1
119,Fruits,-1.63432177331623,0.28973946750987856,0,640,2021-04-29,4,2,-1.7172101793819974,-1.5983567518444985,2,60+,1,1
120,Fruits,1.4727180492908845,0.28973946750987856,0,691,2021-04-30,0,0,-1.5687080553761974,2.011900464842975,1,60+,0,1
121,Dairy,1.2899129587774008,-0.8692184025296357,1,951,2021-05-01,2,2,-1.6810929416085973,1.195661033119859,3,26-40,1,1
122,Snacks,1.179108929857672,-1.4486973375493928,1,726,2021-05-02,3,0,-1.587008819610652,1.7259625594546715,0,26-40,0,1
123,Beverages,1.55765343332663,-0.28973946750987856,0,791,2021-05-03,1,2,-0.1528357779857725,0.9250399693680061,0,18-25,0,1
124,Fruits,0.3222100680757196,1.4486973375493928,0,106,2021-05-04,5,3,-0.8475589167772709,0.3823861513908943,0,26-40,1,0
125,Fruits,0.6120826054701342,-0.28973946750987856,0,675,2021-05-05,6,3,0.6222362238139202,0.35768156810629637,1,60+,0,1
126,Snacks,-0.6473611136453608,-0.28973946750987856,0,880,2021-05-06,4,2,-1.2640016481432212,-0.5138961301743189,1,41-60,0,1
127,Vegetables,0.29698813931383583,-0.8692184025296357,1,354,2021-05-07,0,0,-1.163565956815535,-0.09335353814679169,1,18-25,0,0
128,Beverages,-0.18352193940615733,0.28973946750987856,0,149,2021-05-08,2,0,-0.745826101250733,-0.09907088456408437,1,18-25,0,0
129,Beverages,-1.3327364883771227,-0.28973946750987856,1,584,2021-05-09,3,0,-0.43952889594114847,-1.3750979034754034,1,60+,0,1
130,Snacks,0.7383359639733534,0.8692184025296357,0,234,2021-05-10,1,1,-1.4255873695788952,0.8436560135761734,2,60+,1,0
131,Vegetables,-0.26500817079070527,0.28973946750987856,0,898,2021-05-11,5,3,0.2490425887197151,-0.27489693302675144,2,26-40,0,1
132,Vegetables,1.278990642048608,-0.8692184025296357,0,715,2021-05-12,6,2,-0.07012667584394507,1.2291180973395717,3,26-40,1,1
133,Snacks,-1.2439926649556794,-0.8692184025296357,1,503,2021-05-13,4,3,1.3082506536024954,-1.2483280989635808,1,18-25,1,1
134,Dairy,-0.9735934685711523,0.28973946750987856,0,276,2021-05-14,0,0,0.6487133647187939,-1.0588792374325497,1,41-60,1,0
135,Snacks,-0.5911686683695967,-0.28973946750987856,0,715,2021-05-15,2,3,-1.2239511950571744,-0.6483596477662021,1,26-40,1,1
136,Vegetables,-1.5281884719449979,-0.28973946750987856,1,117,2021-05-16,3,0,-0.8513480071789342,-1.5214196210438935,3,60+,0,0
137,Snacks,-0.7824529258172744,-0.8692184025296357,0,456,2021-05-17,1,3,1.0272318728682606,-0.7564951380290708,2,41-60,1,0
138,Vegetables,1.0845446613373322,-1.4486973375493928,0,554,2021-05-18,5,1,0.12058235085686425,0.9145934598648047,1,60+,1,1
139,Dairy,-0.4231661913175041,-1.4486973375493928,0,430,2021-05-19,6,3,1.1026254734800058,-0.5863158514600262,2,60+,0,0
140,Beverages,-0.5622101575689152,1.4486973375493928,0,159,2021-05-20,4,1,0.33899280534079446,-0.6758876119976113,0,41-60,0,0
141,Snacks,1.083538658480733,0.8692184025296357,1,727,2021-05-21,0,1,1.4967823093362962,1.1369347094261861,0,60+,0,1
142,Snacks,-0.3944232525575225,0.28973946750987856,1,705,2021-05-22,2,0,0.07652507027245323,-0.6446186680116772,2,18-25,1,1
143,Beverages,0.5994357124157423,0.8692184025296357,0,777,2021-05-23,3,0,-0.8602837516599119,0.3903622025656363,0,18-25,1,1
144,Fruits,0.04793057495859481,1.4486973375493928,0,651,2021-05-24,1,1,-1.3392061816674397,-0.235440184295065,3,41-60,0,1
145,Snacks,0.3912649784465756,-0.8692184025296357,1,869,2021-05-25,5,1,-0.3545068214375696,0.29930816703097507,2,60+,0,1
146,Dairy,1.0037770034217837,0.8692184025296357,0,789,2021-05-26,6,0,0.20234224323549382,1.2759862210566373,0,26-40,0,1
147,Fruits,0.29684442462003563,-1.4486973375493928,0,636,2021-05-27,4,3,0.3612972976131621,-0.05128516203930484,0,60+,1,1
148,Snacks,1.1796837886328715,1.4486973375493928,0,747,2021-05-28,0,1,1.490685670628671,1.3811571613253542,1,26-40,0,1
149,Vegetables,0.4770626506451207,-0.8692184025296357,1,979,2021-05-29,2,3,1.6523636010127698,0.055368053226487905,1,41-60,0,1
150,Snacks,0.8896675365446567,0.28973946750987856,0,957,2021-05-30,3,0,-1.0802935277366914,0.4809927309582755,0,26-40,1,1
151,Snacks,-0.4990475496438556,-1.4486973375493928,0,963,2021-05-31,1,2,-0.8533967505372159,-0.3454108721733611,3,18-25,1,1
152,Vegetables,-1.2863166422797525,1.4486973375493928,0,724,2021-06-01,5,1,-0.0007816723028309205,-1.2368228216053252,0,26-40,1,1
153,Vegetables,0.9624590289543101,-1.4486973375493928,1,522,2021-06-02,6,3,1.2191303175172403,1.179285423628354,1,60+,0,1
154,Snacks,-0.4498252670173871,1.4486973375493928,1,168,2021-06-03,4,3,0.6170655489161083,-0.16909073204500188,2,18-25,1,0
155,Dairy,1.0950358339847257,0.8692184025296357,1,519,2021-06-04,0,3,-0.4486839272490527,1.1281116439674013,0,18-25,1,1
156,Snacks,-1.7681920105908444,-0.8692184025296357,1,951,2021-06-05,2,3,0.9204446122108333,-1.7151035539951414,2,60+,1,1
157,Fruits,0.4308583765884502,-0.8692184025296357,1,130,2021-06-06,3,0,-1.3326585714641563,0.37299840974274723,0,18-25,0,0
158,Dairy,-1.6811009061481001,-0.8692184025296357,1,897,2021-06-07,1,2,1.2996550749060434,-1.6714117338432382,0,60+,1,1
159,Dairy,-1.0755590438221871,-0.8692184025296357,1,776,2021-06-08,5,3,-0.2682558108650669,-0.9581551221550603,3,18-25,0,1
160,Snacks,0.8355589543289915,1.4486973375493928,0,488,2021-06-09,6,2,0.11959129837757435,0.47555772263566404,2,60+,0,0
161,Fruits,-0.9578567096000623,1.4486973375493928,1,148,2021-06-10,4,0,0.860156232108296,-0.8235504355158366,1,41-60,1,0
162,Vegetables,1.6734874765293561,0.8692184025296357,1,132,2021-06-11,0,0,1.7198357555762114,1.897412367449781,3,18-25,1,0
163,Beverages,0.45227186596463625,0.8692184025296357,0,328,2021-06-12,2,0,-0.8872970992228534,0.6921110412560827,1,41-60,1,0
164,Dairy,0.7136888939866691,0.28973946750987856,0,76,2021-06-13,3,3,-0.5896915558837099,0.7978466577141616,3,41-60,1,0
165,Snacks,-0.6569899981299546,0.8692184025296357,1,206,2021-06-14,1,3,0.5236687322732295,-0.7176030654867467,3,60+,0,0
166,Beverages,-1.3844019207981897,-0.28973946750987856,1,847,2021-06-15,5,3,1.7060710517121735,-1.435518255737163,3,60+,1,1
167,Vegetables,0.17296235856451472,-1.4486973375493928,0,674,2021-06-16,6,3,1.699552111518064,0.36346949904725967,3,26-40,1,1
168,Beverages,-0.9815696340770471,0.28973946750987856,1,647,2021-06-17,4,2,0.3080454676000934,-1.0650906755155345,0,41-60,0,1
169,Vegetables,0.01782234660751407,-1.4486973375493928,1,380,2021-06-18,0,1,0.03137290528363543,-0.3174594007999302,1,26-40,1,0
170,Fruits,-0.14292253840768324,0.28973946750987856,1,611,2021-06-19,2,3,-0.7051433582326297,0.07329652223873913,3,41-60,1,1
171,Vegetables,-0.17777335165416092,-0.28973946750987856,0,385,2021-06-20,3,1,-1.3436880014799588,-0.4742276278716218,2,26-40,1,0
172,Beverages,-0.8512922641474303,1.4486973375493928,0,935,2021-06-21,1,0,-0.771922783385215,-1.0055173375378181,1,60+,1,1
173,Snacks,-0.5938992475517949,-1.4486973375493928,1,467,2021-06-22,5,0,-0.10690332382835045,-0.5248367313432124,1,26-40,1,0
174,Fruits,-0.6339237897750692,-1.4486973375493928,1,165,2021-06-23,6,1,-0.17938498134613823,-0.8462786521376667,0,18-25,1,0
175,Dairy,-0.5125567308610469,0.8692184025296357,0,494,2021-06-24,4,0,-1.7649922365637076,-0.47112190883012933,1,18-25,0,0
176,Fruits,-0.5091075782098492,-0.28973946750987856,1,508,2021-06-25,0,0,0.0562623475723522,-0.33814066623532224,1,26-40,1,1
177,Vegetables,1.2014565647435578,-1.4486973375493928,1,152,2021-06-26,2,2,-1.3096512765344661,0.7501315197130525,2,18-25,1,0
178,Vegetables,-1.5508953935653833,0.28973946750987856,1,985,2021-06-27,3,2,0.6522560480145821,-1.4547172461754792,2,41-60,0,1
179,Snacks,0.46161332106163033,0.8692184025296357,1,234,2021-06-28,1,1,0.9902901786148258,0.750272688760393,3,26-40,0,0
180,Vegetables,-0.33808709258795844,-0.8692184025296357,1,782,2021-06-29,5,2,-0.7636611715523862,-0.45516980648064614,0,18-25,0,1
181,Fruits,-1.4377200721979557,1.4486973375493928,1,203,2021-06-30,6,2,1.5122710880763466,-1.476880786607947,3,26-40,1,0
182,Vegetables,1.5804322122939152,-0.28973946750987856,0,344,2021-07-01,4,3,-0.8764110192529216,1.2343413520911724,2,26-40,0,0
183,Fruits,1.4955686856050694,0.28973946750987856,0,501,2021-07-02,0,3,-1.3607884996546638,1.2202950318807866,3,60+,0,1
184,Vegetables,-0.2595470124263086,-0.8692184025296357,0,285,2021-07-03,2,1,-0.5856808540597815,-0.30927159605417776,3,18-25,1,0
185,Vegetables,0.5581895952951687,1.4486973375493928,0,325,2021-07-04,3,2,-0.21663119758890906,0.3785040025890293,2,60+,0,0
186,Snacks,1.2753259173567104,-0.8692184025296357,1,524,2021-07-05,1,3,0.15029222901240039,1.2072368950017847,2,26-40,1,1
187,Fruits,0.31200632481592605,0.28973946750987856,1,45,2021-07-06,5,3,-0.8444501579446589,0.48543955594950305,1,60+,0,0
188,Fruits,0.5811839463031538,1.4486973375493928,0,247,2021-07-07,6,1,-1.1240408622759765,0.377162896639294,1,60+,1,0
189,Vegetables,-0.8606337192444244,0.8692184025296357,1,200,2021-07-08,4,2,-0.9947894871329419,-0.8615249092504472,3,18-25,0,0
190,Fruits,-0.9629585812299591,-0.28973946750987856,0,526,2021-07-09,0,0,-0.5387674206695363,-1.0823132992910827,1,26-40,0,1
191,Fruits,0.911152883267743,-0.28973946750987856,1,817,2021-07-10,2,1,0.28793461846210394,0.3961501335065992,0,18-25,0,1
192,Snacks,1.1248566329482066,-0.28973946750987856,0,30,2021-07-11,3,3,1.3252054771359913,0.6439723961129514,0,18-25,1,0
193,Snacks,-1.706035405522384,-1.4486973375493928,1,103,2021-07-12,1,3,1.249804902738231,-1.6451542910378942,0,18-25,1,0
194,Dairy,1.4253640576838145,-1.4486973375493928,0,124,2021-07-13,5,1,1.381940325831161,1.1320643772929369,2,18-25,1,0
195,Fruits,-1.7709225897730427,-1.4486973375493928,1,89,2021-07-14,6,1,0.9483575781697529,-1.717997519465623,1,18-25,1,0
196,Dairy,-0.5000535525004549,0.28973946750987856,0,861,2021-07-15,4,3,1.6161626778071856,-0.46025189218490625,1,60+,0,1
197,Dairy,0.22757394220847998,1.4486973375493928,1,194,2021-07-16,0,0,0.27076825675281013,0.03694549254854477,2,41-60,1,0
198,Dairy,0.955129579570515,0.28973946750987856,0,294,2021-07-17,2,0,1.453182199168446,1.3842628803668469,1,18-25,1,0
